timestamp,ear,pitch,label
1770189126.8806233,0.2799616405972588,-63939.79263484993,0
1770189126.9621644,0.351519324078148,-64516.5042640394,0
1770189127.039816,0.3513873050814832,-64464.02657612708,0
1770189127.1181688,0.340650740677311,-64527.96206388528,0
1770189127.1941402,0.350418179559028,64741.618302069684,0
1770189127.272743,0.341630637063526,64604.94347615115,0
1770189127.3511791,0.3553461259970184,-64543.09460697083,0
1770189127.4309807,0.33660745130104397,-64798.13194906985,0
1770189127.5085359,0.34035913137319646,64587.266038213405,0
1770189127.5868583,0.3530971402394759,64702.35140010074,0
1770189127.6665115,0.35029859035386235,64444.505776958336,0
1770189127.7430756,0.3556258852556723,64456.86236824673,0
1770189127.8194675,0.3411620913637773,64797.8780604462,0
1770189127.898157,0.34109245776173347,64585.55741277635,0
1770189127.9783795,0.3412978669264146,64583.0214625129,0
1770189128.053897,0.3272085601324072,64556.41923535569,0
1770189128.1604614,0.3258471758189285,-64753.15162425341,0
1770189128.2087517,0.3432509278930296,-64290.75773723751,0
1770189128.2858427,0.33952659082884445,-64026.44923336322,0
1770189128.36412,0.34093694809961117,-63778.33237846234,0
1770189128.440628,0.3169021216899968,-63800.96588611682,0
1770189128.5195372,0.319639902574123,-63746.617454074556,0
1770189128.5982678,0.3306465082958087,-63681.39688976497,0
1770189128.6746652,0.32760357745535185,-64189.56378138286,0
1770189128.7536004,0.33713789174241265,-64114.42168778803,0
1770189128.830547,0.33345791296984273,-64223.57928634591,0
1770189128.9088733,0.3420174299502188,-64454.041003949475,0
1770189128.9874113,0.32689030030352273,-64670.173405189846,0
1770189129.065135,0.3142610804483522,64697.87064366583,0
1770189129.1430054,0.3354594496203939,-64668.524943703334,0
1770189129.2215412,0.32927363375134855,-64500.298970568445,0
1770189129.300135,0.32635206222938856,-64509.674187383025,0
1770189129.3763292,0.08747326041014347,64454.7043459847,0
1770189129.4570868,0.11606562818922839,64602.7574114656,0
1770189129.5356147,0.21465472743286232,-64706.06163363036,0
1770189129.617319,0.30299875435661616,-64668.29594881103,0
1770189129.6946058,0.3082842049159902,64420.98539938133,0
1770189129.7728863,0.3249359535872399,-64556.60860100523,0
1770189129.8485286,0.33390219079470296,-64281.2489151137,0
1770189129.9282222,0.35625600302932303,-64062.67176272993,0
1770189130.006059,0.33962099290002207,-64170.99505316999,0
1770189130.0826242,0.35059407362671824,-64139.00539880972,0
1770189130.1596467,0.3336752903429168,-64427.26314661811,0
1770189130.2380836,0.34319048069595215,-64461.1862863504,0
1770189130.3169549,0.33947979612068546,64745.67884822468,0
1770189130.3961222,0.3410431826780008,-64687.720750481276,0
1770189130.4745746,0.3351810440192897,64438.90178470493,0
1770189130.55374,0.3698117776956373,64630.791988595476,0
1770189130.6317272,0.3591862993678751,64422.264051517275,0
1770189130.7088501,0.35796507362681873,64470.215105527546,0
1770189130.7890108,0.3602272862322423,64140.39789832678,0
1770189130.8668008,0.33907993532198766,63960.77303902089,0
1770189130.9441206,0.3343747177932273,63716.95440763836,0
1770189131.0226343,0.3340296831168611,63751.438221910714,0
1770189131.1001098,0.335090599056473,63421.47564995947,0
1770189131.2073138,0.3152022669710107,63890.425767454486,0
1770189131.2554688,0.30289075726528136,63879.29082271006,0
1770189131.3350983,0.30782392780601175,63784.33073544135,0
1770189131.4134676,0.3357651599538507,63760.80014046669,0
1770189131.4917462,0.3146544686080963,63742.377028876275,0
1770189131.567918,0.3228296112914447,63983.64029948836,0
1770189131.6471803,0.31089029467877916,63723.3450585302,0
1770189131.7257724,0.31261459385935236,63864.249036129026,0
1770189131.8048003,0.30955266663566217,63498.776274159754,0
1770189131.888498,0.31376159242538293,63707.346886843115,0
1770189131.965242,0.33233530308096626,63431.46657094676,0
1770189132.0434413,0.31205455516144776,63492.73278652951,0
1770189132.120874,0.31986396065531386,63830.43530607336,0
1770189132.201118,0.30824976296914297,63992.29475637628,0
1770189132.2834003,0.32149989459398876,64197.524836899676,0
1770189132.3600402,0.33032107751445755,64749.06640047108,0
1770189132.437075,0.3082599353421204,-64655.1409360249,0
1770189132.5157483,0.3532594653761245,-64154.73527111043,0
1770189132.5915246,0.3536118264667558,-63927.38684441024,0
1770189132.6693804,0.37782021791415565,-63424.52675076833,0
1770189132.7511146,0.38414863364966934,-63067.708713018576,0
1770189132.8324897,0.3729013934221531,-62859.95897028068,0
1770189132.9042354,0.35041474328380434,-63321.44461554139,0
1770189132.985915,0.33315710419341504,-63188.69838080346,0
1770189133.0682774,0.3447753956835497,-64044.272579066346,0
1770189133.1437445,0.35318434160644246,-63944.435588459906,0
1770189133.2213888,0.3971922747817549,64529.71676496658,0
1770189133.299814,0.3983009643014658,64257.183221787265,0
1770189133.3780332,0.38970902522836265,63809.89203226155,0
1770189133.456124,0.41885047197616515,63299.69734093851,0
1770189133.532594,0.4091853375193411,63398.36047470078,0
1770189133.6141126,0.40937921828144974,63305.06540723445,0
1770189133.6885526,0.3870259668459972,62788.71796393815,0
1770189133.7668495,0.06640975076562142,61899.4405658125,0
1770189133.8445091,0.03849713421560663,61643.59309083151,0
1770189133.9193845,0.03069949251013653,62968.028931039946,0
1770189133.99858,0.01913554891195215,63122.63403029105,0
1770189134.0762107,0.09965430519866855,63136.45500282952,0
1770189134.1850245,0.275370404990038,64095.527555630644,0
1770189134.2332094,0.2785912658356655,63892.23465126438,0
1770189134.310897,0.29115301176599273,63838.97235486437,0
1770189134.3892462,0.3012174029092527,63737.57484298409,0
1770189134.470298,0.30158746220469856,63254.09714210237,0
1770189134.5463283,0.3260256916580627,63377.3481629927,0
1770189134.6262872,0.330566710139918,63474.64105471919,0
1770189134.703399,0.32994240855870527,63721.124468173555,0
1770189134.7826638,0.3355897341690611,63466.33091930134,0
1770189134.8615482,0.3381068124006184,63505.994480087575,0
1770189134.9412863,0.33790853198648263,63808.82589883826,0
1770189135.018281,0.3465310295543493,63765.146732952664,0
1770189135.095332,0.34844629283346407,63991.31204308579,0
1770189135.173888,0.3297853135659759,63979.33236240491,0
1770189135.2511027,0.3373551087068639,63966.44306272854,0
1770189135.332524,0.32897946990468346,64180.332604682524,0
1770189135.4086401,0.33434528302645466,64068.01515316882,0
1770189135.4910588,0.3417416503607697,64025.524129504985,0
1770189135.5681665,0.3331737563636372,63735.30357809117,0
1770189135.6455376,0.33657101103187403,63993.124250858906,0
1770189135.7234259,0.34519113132203505,64240.741878123255,0
1770189135.8039286,0.33496184951078317,64150.84766195567,0
1770189135.8811889,0.34592455414015655,64241.75632473018,0
1770189135.959715,0.3420025093430733,64151.77217303055,0
1770189136.0355656,0.34015394926128895,64340.90151733039,0
1770189136.114031,0.3340632583448684,64495.153164222786,0
1770189136.1913898,0.34254565344421056,64250.00995870507,0
1770189136.2713666,0.3244817040480874,64269.93879576414,0
1770189136.3502061,0.33828587698414536,63930.44539536188,0
1770189136.4286125,0.3406546559421384,63832.547595937525,0
1770189136.5078864,0.3371780620410859,64209.32755770828,0
1770189136.5844085,0.3622307328596042,63864.971609513974,0
1770189136.6654317,0.3423950039587886,64453.00926565267,0
1770189136.7427752,0.33104097825592727,64568.48687438689,0
1770189136.8209715,0.33455623734588963,64578.2299034263,0
1770189136.8994403,0.3452962525506779,-64662.13697170765,0
1770189136.977518,0.35324853292472647,-64633.773300873894,0
1770189137.0543053,0.3536660228161842,-64721.20536209089,0
1770189137.132203,0.3536009506385607,-64502.01504507167,0
1770189137.2372859,0.3426192932105588,-64702.355083716415,0
1770189137.2848113,0.34729597978327165,64510.60895599146,0
1770189137.3619797,0.3392817438510529,64408.852080040844,0
1770189137.4415114,0.3290966945785231,64382.99097775856,0
1770189137.5161185,0.3177046671725463,64366.79022776775,0
1770189137.5953004,0.10004319650500859,63916.680888852025,0
